Customer ID,Age,Gender,Item Purchased,Category,"Purchase 
Amount (USD)",Location,Size,Color,Season,"Review 
Rating","Subscription 
Status","Payment 
Method","Shipping 
Type","Discount 
Applied","Promo Code
 Used","Previous
 Purchases","Preferred Payment
 Method","Frequency of
 Purchases","Previous Purchased 
Amount (USD)","Average 
Order Value (USD)","Total Sales 
Revenue Per Customer (USD)",Time spend on website  Minutes, clicks ,total number of impressions,Click-through rate (CTR),Website Traffic,"Conversion
 Rate %"
604,31,Male,Handbag,Accessories,$46.00,Massachusetts,L,Green,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,$279.00,$12.04,$325.00,59,0,345,0.00%,103,0.00%
605,44,Male,Sunglasses,Accessories,$92.00,West Virginia,S,Pink,Fall,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months,$129.00,$18.42,$221.00,30,2,206,0.97%,105,1.90%
606,40,Male,Hat,Accessories,$32.00,California,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17,Bank Transfer,Weekly,$13.00,$2.50,$45.00,45,0,221,0.00%,14,0.00%
607,27,Male,Scarf,Accessories,$90.00,Colorado,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44,PayPal,Monthly,$161.00,$5.58,$251.00,73,1,206,0.49%,10,10.00%
608,47,Male,Hoodie,Clothing,$23.00,Indiana,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44,Cash,Monthly,$429.00,$10.04,$452.00,28,0,279,0.00%,177,0.00%
609,41,Male,Backpack,Accessories,$25.00,Delaware,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,$277.00,$13.73,$302.00,77,2,204,0.98%,19,10.53%
610,51,Male,Sweater,Clothing,$54.00,Ohio,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,$226.00,$5.60,$280.00,48,0,169,0.00%,24,0.00%
611,53,Male,Shorts,Clothing,$72.00,Oklahoma,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months,$174.00,$8.79,$246.00,56,1,282,0.35%,81,1.23%
612,43,Male,Scarf,Accessories,$33.00,California,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19,Cash,Monthly,$177.00,$10.50,$210.00,14,1,264,0.38%,30,3.33%
613,67,Male,Hat,Accessories,$43.00,New Hampshire,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33,Credit Card,Quarterly,$247.00,$8.53,$290.00,32,1,284,0.35%,47,2.13%
614,61,Male,Coat,Outerwear,$51.00,Pennsylvania,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46,Cash,Bi-Weekly,$564.00,$13.09,$615.00,65,2,220,0.91%,126,1.59%
615,68,Male,Jewelry,Accessories,$85.00,Idaho,M,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,$504.00,$26.77,$589.00,69,2,218,0.92%,101,1.98%
616,67,Male,Sandals,Footwear,$100.00,Maryland,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23,Venmo,Annually,$96.00,$8.17,$196.00,72,0,213,0.00%,167,0.00%
617,29,Male,Gloves,Accessories,$72.00,Pennsylvania,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months,$451.00,$13.41,$523.00,71,0,266,0.00%,149,0.00%
618,50,Male,Backpack,Accessories,$57.00,Colorado,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2,Bank Transfer,Quarterly,$576.00,$211.00,$633.00,72,2,299,0.67%,158,1.27%
619,61,Male,Jacket,Outerwear,$94.00,Indiana,L,Cyan,Spring,4,Yes,Credit Card,Express,Yes,Yes,21,Debit Card,Bi-Weekly,$589.00,$31.05,$683.00,53,0,215,0.00%,71,0.00%
620,19,Male,Backpack,Accessories,$34.00,Nebraska,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months,$172.00,$103.00,$206.00,63,2,214,0.93%,184,1.09%
621,33,Male,Backpack,Accessories,$89.00,Rhode Island,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months,$468.00,$50.64,$557.00,78,0,324,0.00%,101,0.00%
622,51,Male,Sunglasses,Accessories,$27.00,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly,$588.00,$13.37,$615.00,32,2,153,1.31%,77,2.60%
623,69,Male,Socks,Clothing,$63.00,Georgia,S,Peach,Spring,4,Yes,Credit Card,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly,$528.00,$13.13,$591.00,76,1,250,0.40%,138,0.72%
624,19,Male,Shoes,Footwear,$70.00,Nevada,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48,PayPal,Bi-Weekly,$284.00,$7.22,$354.00,41,2,150,1.33%,75,2.67%
625,55,Male,Pants,Clothing,$87.00,South Carolina,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21,PayPal,Annually,$260.00,$15.77,$347.00,59,2,184,1.09%,184,1.09%
626,49,Male,Jewelry,Accessories,$79.00,Delaware,M,Red,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,1,Venmo,Weekly,$204.00,$141.50,$283.00,76,0,346,0.00%,63,0.00%
627,31,Male,Sunglasses,Accessories,$79.00,New Hampshire,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually,$363.00,$40.18,$442.00,15,1,322,0.31%,82,1.22%
628,42,Male,Sandals,Footwear,$44.00,Oregon,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24,PayPal,Monthly,$84.00,$5.12,$128.00,19,2,193,1.04%,78,2.56%
629,69,Male,Sweater,Clothing,$85.00,Massachusetts,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,$165.00,$8.33,$250.00,44,2,153,1.31%,91,2.20%
630,26,Male,Shoes,Footwear,$90.00,Vermont,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Annually,$175.00,$22.08,$265.00,27,1,230,0.43%,100,1.00%
631,41,Male,Jewelry,Accessories,$94.00,Mississippi,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33,Debit Card,Annually,$304.00,$11.71,$398.00,82,2,248,0.81%,111,1.80%
632,55,Male,Boots,Footwear,$68.00,Washington,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27,Cash,Fortnightly,$277.00,$12.32,$345.00,16,2,181,1.10%,15,13.33%
633,35,Male,Backpack,Accessories,$51.00,Wyoming,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,$572.00,$31.15,$623.00,39,2,217,0.92%,37,5.41%
634,66,Male,Sandals,Footwear,$33.00,Minnesota,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50,Debit Card,Quarterly,$276.00,$6.06,$309.00,91,1,298,0.34%,85,1.18%
635,36,Male,Sneakers,Footwear,$60.00,Ohio,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46,PayPal,Weekly,$32.00,$1.96,$92.00,39,0,187,0.00%,84,0.00%
636,27,Male,Hoodie,Clothing,$59.00,South Carolina,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,$207.00,$9.17,$266.00,52,2,253,0.79%,80,2.50%
637,41,Male,Handbag,Accessories,$30.00,Wisconsin,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,$431.00,$30.73,$461.00,28,1,342,0.29%,175,0.57%
638,21,Male,Sweater,Clothing,$20.00,Tennessee,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,$252.00,$5.79,$272.00,38,1,337,0.30%,32,3.13%
639,53,Male,Sandals,Footwear,$20.00,Maryland,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41,PayPal,Monthly,$260.00,$6.67,$280.00,18,1,327,0.31%,65,1.54%
640,54,Male,Dress,Clothing,$24.00,Mississippi,L,Olive,Spring,4,Yes,Credit Card,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,$382.00,$7.96,$406.00,45,2,319,0.63%,69,2.90%
641,53,Male,Skirt,Clothing,$88.00,Minnesota,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,$18.00,$3.66,$106.00,21,0,343,0.00%,115,0.00%
642,47,Male,Blouse,Clothing,$78.00,Alaska,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,$161.00,$9.96,$239.00,84,2,337,0.59%,171,1.17%
643,64,Male,Skirt,Clothing,$25.00,Arkansas,L,Red,Spring,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,$532.00,$37.13,$557.00,81,2,175,1.14%,175,1.14%
644,18,Male,Sweater,Clothing,$57.00,Oregon,XL,Green,Winter,3.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,$501.00,$50.73,$558.00,66,1,288,0.35%,194,0.52%
645,68,Male,Backpack,Accessories,$93.00,Louisiana,S,Blue,Summer,4.3,Yes,Venmo,Next Day Air,Yes,Yes,37,Cash,Weekly,$592.00,$18.03,$685.00,10,0,215,0.00%,20,0.00%
646,62,Male,Hoodie,Clothing,$42.00,Oklahoma,S,Purple,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,15,Venmo,Bi-Weekly,$293.00,$20.94,$335.00,37,0,291,0.00%,21,0.00%
647,51,Male,Boots,Footwear,$54.00,Indiana,XL,Pink,Spring,4.9,Yes,Debit Card,Standard,Yes,Yes,19,Venmo,Bi-Weekly,$220.00,$13.70,$274.00,43,2,165,1.21%,144,1.39%
648,54,Male,Blouse,Clothing,$70.00,Mississippi,XL,Charcoal,Summer,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Credit Card,Fortnightly,$539.00,$25.38,$609.00,82,1,152,0.66%,145,0.69%
649,22,Male,Hoodie,Clothing,$31.00,Michigan,M,Brown,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,35,Credit Card,Weekly,$415.00,$12.39,$446.00,53,1,206,0.49%,90,1.11%
650,53,Male,Pants,Clothing,$93.00,Delaware,L,Orange,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,$402.00,$14.56,$495.00,37,0,188,0.00%,187,0.00%
651,34,Male,Gloves,Accessories,$40.00,Florida,M,Magenta,Spring,3.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,$307.00,$26.69,$347.00,21,0,245,0.00%,34,0.00%
652,32,Male,Hat,Accessories,$32.00,Arkansas,L,Yellow,Summer,2.9,Yes,PayPal,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,$193.00,$5.36,$225.00,56,2,277,0.72%,61,3.28%
653,64,Male,Sunglasses,Accessories,$27.00,Minnesota,M,Beige,Winter,3.1,Yes,PayPal,Free Shipping,Yes,Yes,27,Venmo,Weekly,$142.00,$6.04,$169.00,49,0,287,0.00%,47,0.00%
654,20,Male,Scarf,Accessories,$68.00,North Dakota,M,Olive,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,$215.00,$6.15,$283.00,72,0,338,0.00%,113,0.00%
655,24,Male,Handbag,Accessories,$59.00,California,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Annually,$179.00,$9.92,$238.00,87,2,170,1.18%,77,2.60%
656,20,Male,Handbag,Accessories,$36.00,Mississippi,S,Purple,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,19,Venmo,Monthly,$327.00,$18.15,$363.00,57,1,270,0.37%,65,1.54%
657,42,Male,Jeans,Clothing,$23.00,Pennsylvania,M,Beige,Summer,3.9,Yes,Debit Card,Standard,Yes,Yes,6,PayPal,Quarterly,$581.00,$86.29,$604.00,58,2,202,0.99%,138,1.45%
658,48,Male,Jacket,Outerwear,$80.00,Arizona,M,White,Winter,4.3,Yes,PayPal,Free Shipping,Yes,Yes,6,PayPal,Quarterly,$517.00,$85.29,$597.00,45,1,181,0.55%,54,1.85%
659,62,Male,Backpack,Accessories,$37.00,Louisiana,S,White,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,20,Venmo,Weekly,$341.00,$18.00,$378.00,32,1,339,0.29%,119,0.84%
660,62,Male,Shorts,Clothing,$52.00,Virginia,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8,Cash,Weekly,$396.00,$49.78,$448.00,59,2,290,0.69%,124,1.61%
661,50,Male,Coat,Outerwear,$79.00,Montana,M,Olive,Fall,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,$239.00,$7.95,$318.00,28,2,284,0.70%,174,1.15%
662,57,Male,Shirt,Clothing,$68.00,Iowa,XL,Green,Fall,4.1,Yes,Cash,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,$598.00,$16.65,$666.00,24,2,156,1.28%,79,2.53%
663,24,Male,Gloves,Accessories,$98.00,Illinois,L,Magenta,Fall,2.8,Yes,Debit Card,Express,Yes,Yes,39,Venmo,Bi-Weekly,$372.00,$11.75,$470.00,65,2,152,1.32%,19,10.53%
664,59,Male,Dress,Clothing,$83.00,Alaska,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23,Credit Card,Monthly,$184.00,$11.13,$267.00,11,2,209,0.96%,59,3.39%
665,63,Male,Pants,Clothing,$83.00,Colorado,M,Indigo,Winter,4.4,Yes,Cash,Express,Yes,Yes,41,PayPal,Bi-Weekly,$340.00,$10.07,$423.00,18,0,334,0.00%,146,0.00%
666,41,Male,Pants,Clothing,$55.00,New Mexico,M,Peach,Spring,4.9,Yes,Cash,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,$132.00,$3.67,$187.00,86,2,162,1.23%,109,1.83%
667,35,Male,Hoodie,Clothing,$26.00,Colorado,L,Turquoise,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,$460.00,$15.68,$486.00,39,0,333,0.00%,36,0.00%
668,34,Male,Sunglasses,Accessories,$76.00,Arizona,S,Blue,Winter,2.6,Yes,Debit Card,Standard,Yes,Yes,32,Bank Transfer,Quarterly,$426.00,$15.21,$502.00,26,2,258,0.78%,142,1.41%
669,49,Male,T-shirt,Clothing,$85.00,Hawaii,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly,$151.00,$6.56,$236.00,76,0,235,0.00%,154,0.00%
670,43,Male,Jacket,Outerwear,$89.00,Illinois,M,Gray,Spring,3.3,Yes,PayPal,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,$489.00,$12.57,$578.00,88,0,167,0.00%,77,0.00%
671,63,Male,Sweater,Clothing,$41.00,Louisiana,XL,Purple,Spring,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,$285.00,$8.58,$326.00,51,2,286,0.70%,19,10.53%
672,38,Male,Jacket,Outerwear,$30.00,Iowa,L,Black,Winter,4.7,Yes,PayPal,Express,Yes,Yes,45,Cash,Weekly,$481.00,$11.11,$511.00,63,1,301,0.33%,70,1.43%
673,59,Male,Socks,Clothing,$53.00,Washington,M,Peach,Winter,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,$559.00,$20.40,$612.00,97,2,181,1.10%,159,1.26%
674,35,Male,Shirt,Clothing,$66.00,Oklahoma,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,$264.00,$11.79,$330.00,27,0,173,0.00%,168,0.00%
675,48,Male,Jewelry,Accessories,$33.00,Washington,XL,Beige,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,$258.00,$7.86,$291.00,27,0,170,0.00%,108,0.00%
676,64,Male,Sunglasses,Accessories,$86.00,Arkansas,M,Yellow,Spring,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,Cash,Annually,$455.00,$54.10,$541.00,21,2,154,1.30%,167,1.20%
677,28,Male,Pants,Clothing,$60.00,Connecticut,M,Peach,Winter,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,$74.00,$3.44,$134.00,12,0,237,0.00%,194,0.00%
678,60,Male,Socks,Clothing,$62.00,Washington,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Annually,$360.00,$10.05,$422.00,29,1,272,0.37%,17,5.88%
679,27,Male,Blouse,Clothing,$74.00,Maine,M,Teal,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,$49.00,$4.73,$123.00,69,1,340,0.29%,113,0.88%
680,56,Male,Sandals,Footwear,$95.00,Michigan,M,Turquoise,Fall,3.4,Yes,PayPal,Express,Yes,Yes,37,Venmo,Fortnightly,$271.00,$9.63,$366.00,79,2,160,1.25%,152,1.32%
681,58,Male,Sneakers,Footwear,$25.00,Tennessee,M,Magenta,Spring,4.2,Yes,Venmo,Express,Yes,Yes,3,PayPal,Annually,$122.00,$36.75,$147.00,65,2,347,0.58%,164,1.22%
682,30,Male,Shirt,Clothing,$59.00,Louisiana,XL,Purple,Winter,3.8,Yes,PayPal,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,$561.00,$24.80,$620.00,42,0,350,0.00%,106,0.00%
683,23,Male,Jacket,Outerwear,$29.00,Missouri,M,Brown,Summer,4,Yes,Debit Card,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,$98.00,$2.54,$127.00,48,2,254,0.79%,128,1.56%
684,33,Male,Sandals,Footwear,$36.00,Michigan,S,Violet,Winter,2.7,Yes,Venmo,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,$12.00,$12.00,$48.00,42,0,175,0.00%,129,0.00%
685,63,Male,Hat,Accessories,$82.00,Alabama,M,Yellow,Summer,4.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Monthly,$36.00,$2.74,$118.00,74,2,251,0.80%,22,9.09%
686,70,Male,Blouse,Clothing,$71.00,Massachusetts,XL,Magenta,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Fortnightly,$83.00,$4.67,$154.00,16,0,319,0.00%,112,0.00%
687,70,Male,Sweater,Clothing,$35.00,Indiana,L,Beige,Fall,3,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,$525.00,$16.47,$560.00,80,1,230,0.43%,191,0.52%
688,19,Male,Gloves,Accessories,$38.00,West Virginia,XL,Turquoise,Winter,3.3,Yes,Cash,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,$177.00,$4.57,$215.00,96,1,326,0.31%,66,1.52%
689,25,Male,Scarf,Accessories,$59.00,Michigan,S,Peach,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,44,Venmo,Monthly,$398.00,$10.16,$457.00,47,2,285,0.70%,78,2.56%
690,19,Male,Hoodie,Clothing,$91.00,Pennsylvania,M,Orange,Summer,4.7,Yes,Cash,Express,Yes,Yes,35,Credit Card,Every 3 Months,$48.00,$3.86,$139.00,71,0,288,0.00%,178,0.00%
691,25,Male,Shorts,Clothing,$68.00,Alaska,XL,Red,Spring,4.8,Yes,Bank Transfer,Standard,Yes,Yes,45,Bank Transfer,Weekly,$593.00,$14.37,$661.00,92,1,192,0.52%,64,1.56%
692,60,Male,Backpack,Accessories,$21.00,Massachusetts,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly,$292.00,$8.24,$313.00,84,2,187,1.07%,162,1.23%
693,35,Male,Sunglasses,Accessories,$95.00,North Dakota,M,Cyan,Spring,4,Yes,Venmo,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,$586.00,$16.61,$681.00,70,2,262,0.76%,168,1.19%
694,46,Male,Shorts,Clothing,$52.00,Vermont,L,Turquoise,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,$102.00,$4.97,$154.00,11,2,216,0.93%,149,1.34%
695,41,Male,Dress,Clothing,$21.00,Kentucky,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,$35.00,$1.44,$56.00,73,0,330,0.00%,193,0.00%
696,30,Male,Shorts,Clothing,$67.00,Nevada,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,$43.00,$6.88,$110.00,69,0,240,0.00%,173,0.00%
697,44,Male,Belt,Accessories,$42.00,Utah,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Monthly,$348.00,$7.80,$390.00,17,2,309,0.65%,122,1.64%
698,61,Male,Scarf,Accessories,$63.00,North Dakota,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,$233.00,$7.22,$296.00,16,2,345,0.58%,54,3.70%
699,55,Male,Boots,Footwear,$41.00,Iowa,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Weekly,$103.00,$3.51,$144.00,65,0,236,0.00%,189,0.00%
700,50,Male,Handbag,Accessories,$46.00,Connecticut,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,$389.00,$72.50,$435.00,73,0,263,0.00%,20,0.00%
701,57,Male,Pants,Clothing,$79.00,Wisconsin,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Monthly,$336.00,$69.17,$415.00,63,2,331,0.60%,133,1.50%
702,51,Male,Boots,Footwear,$90.00,Idaho,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,$260.00,$58.33,$350.00,90,0,263,0.00%,41,0.00%
703,18,Male,Shirt,Clothing,$71.00,Montana,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Weekly,$199.00,$135.00,$270.00,34,1,248,0.40%,29,3.45%
704,63,Male,Dress,Clothing,$87.00,Connecticut,L,Pink,Summer,3,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Weekly,$103.00,$8.64,$190.00,80,0,198,0.00%,113,0.00%
705,34,Male,Hoodie,Clothing,$66.00,Idaho,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Annually,$590.00,$34.53,$656.00,85,1,170,0.59%,102,0.98%
706,25,Male,Pants,Clothing,$90.00,Arkansas,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Quarterly,$318.00,$8.16,$408.00,34,0,187,0.00%,89,0.00%
707,46,Male,Jeans,Clothing,$47.00,Iowa,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Weekly,$538.00,$20.89,$585.00,78,0,196,0.00%,189,0.00%
708,59,Male,Shirt,Clothing,$38.00,Louisiana,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually,$151.00,$8.59,$189.00,19,2,211,0.95%,157,1.27%
709,37,Male,Backpack,Accessories,$50.00,Kentucky,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Fortnightly,$484.00,$26.70,$534.00,99,1,299,0.33%,43,2.33%
710,49,Male,Jacket,Outerwear,$79.00,Massachusetts,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Monthly,$39.00,$4.92,$118.00,50,0,228,0.00%,88,0.00%
711,22,Male,Scarf,Accessories,$91.00,Virginia,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Fortnightly,$395.00,$18.00,$486.00,60,2,341,0.59%,160,1.25%
712,64,Male,Boots,Footwear,$60.00,New Hampshire,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,$188.00,$17.71,$248.00,84,2,228,0.88%,155,1.29%
713,42,Male,Blouse,Clothing,$81.00,New Hampshire,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,$383.00,$12.54,$464.00,83,0,164,0.00%,197,0.00%
714,37,Male,Hoodie,Clothing,$90.00,Oregon,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,$295.00,$9.63,$385.00,25,2,318,0.63%,162,1.23%
715,26,Male,Jacket,Outerwear,$70.00,South Dakota,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,$138.00,$5.07,$208.00,25,0,183,0.00%,43,0.00%
716,33,Male,Jeans,Clothing,$63.00,Delaware,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Quarterly,$385.00,$11.79,$448.00,46,2,183,1.09%,53,3.77%
717,30,Male,Jewelry,Accessories,$29.00,Missouri,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly,$176.00,$20.50,$205.00,16,1,153,0.65%,132,0.76%
718,21,Male,Socks,Clothing,$90.00,Alaska,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Every 3 Months,$536.00,$78.25,$626.00,93,0,167,0.00%,117,0.00%
719,22,Male,Shirt,Clothing,$22.00,Florida,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually,$135.00,$6.04,$157.00,44,2,237,0.84%,77,2.60%
720,63,Male,Shorts,Clothing,$22.00,Mississippi,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,$128.00,$3.49,$150.00,75,0,319,0.00%,137,0.00%
721,33,Male,Jewelry,Accessories,$62.00,New Mexico,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Weekly,$426.00,$24.40,$488.00,94,0,312,0.00%,150,0.00%
722,43,Male,Blouse,Clothing,$57.00,California,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,$502.00,$13.31,$559.00,61,2,275,0.73%,128,1.56%
723,27,Male,Sweater,Clothing,$32.00,Wyoming,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,$357.00,$7.63,$389.00,82,1,220,0.45%,163,0.61%
724,35,Male,Jewelry,Accessories,$53.00,Missouri,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Monthly,$526.00,$13.16,$579.00,40,1,249,0.40%,97,1.03%
725,37,Male,T-shirt,Clothing,$79.00,New Hampshire,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,$321.00,$10.81,$400.00,87,2,320,0.63%,195,1.03%
